Gene ID	Gene Symbol	h1a TPM	h1a Read Count	h1b TPM	h1b Read Count	h2a TPM	h2a Read Count	h2b TPM	h2b Read Count	h2c TPM	h2c Read Count	h1a FPKM	h1b FPKM	h2a FPKM	h2b FPKM	h2c FPKM
8395	PIP5K1B	0.04	1.0	0.0	0.0	9.24	288.0	1.1	7.0	3.8	62.0	0.03	0.0	7.36	1.02	4.24
83953	FCAMR	2.55	54.0	0.0	0.0	11.03	278.0	0.0	0.0	2.74	22.0	2.29	0.0	8.79	0.0	3.06
83959	SLC4A11	0.3	9.0	0.0	0.0	8.03	276.0	0.0	0.0	0.28	4.0	0.27	0.0	6.4	0.0	0.31
8396	PIP4K2B	21.8	1213.0	25.94	86.0	15.89	975.0	2.9	37.0	2.22	58.0	19.54	18.93	12.66	2.69	2.47
8398	PLA2G6	70.92	2198.0	0.0	0.0	12.6	426.0	0.41	3.0	2.16	32.0	63.57	0.0	10.04	0.39	2.41
83982	IFI27L2	320.38	636.0	806.27	113.0	227.54	466.0	265.03	136.0	238.8	250.0	287.18	588.45	181.3	245.91	266.7
83983	TSSK6	2.01	24.0	0.0	0.0	1.01	13.0	0.0	0.0	0.69	4.0	1.81	0.0	0.81	0.0	0.77
83985	SPNS1	99.46	1958.0	70.01	76.0	55.34	1256.0	18.55	84.0	8.39	86.0	89.15	51.1	44.1	17.21	9.37
83986	FAM234A	71.36	2143.0	28.55	52.0	55.75	1814.0	1.72	12.0	4.28	62.0	63.97	20.83	44.42	1.59	4.77
83987	CCDC8	0.12	4.0	0.0	0.0	0.49	18.0	0.0	0.0	0.0	0.0	0.11	0.0	0.39	0.0	0.0
83988	NCALD	1.47	54.0	0.0	0.0	1.57	63.0	0.58	5.0	1.36	25.0	1.31	0.0	1.25	0.54	1.52
83989	FAM172A	3.04	170.0	15.3	144.0	3.19	205.0	3.24	42.78	1.89	52.0	2.72	11.17	2.54	3.0	2.11
8399	PLA2G10	0.0	0.0	0.0	0.0	11.56	52.28	0.0	0.0	6.35	13.0	0.0	0.0	9.21	0.0	7.1
83990	BRIP1	4.42	252.85	502.1	2611.79	4.0	278.41	209.9	4390.34	23.98	1019.29	3.96	366.45	3.19	194.76	26.79
83992	CTTNBP2	0.0	0.0	0.0	0.0	2.13	149.0	0.48	7.0	0.34	10.0	0.0	0.0	1.7	0.45	0.37
83998	REG4	0.19	2.0	0.0	0.0	11.81	140.0	18.38	47.0	12.77	67.0	0.17	0.0	9.41	17.05	14.26
83999	KREMEN1	0.64	40.64	95.01	381.61	7.3	516.67	36.5	555.41	5.43	164.05	0.58	69.34	5.82	33.87	6.07
840	CASP7	3.89	90.0	0.0	0.0	20.42	540.0	4.87	26.0	12.01	143.0	3.49	0.0	16.27	4.52	13.41
84000	TMPRSS13	0.13	4.0	0.0	0.0	9.8	317.0	2.74	22.0	2.65	34.0	0.12	0.0	7.81	2.54	2.96
84002	B3GNT5	2.73	116.76	0.0	0.0	4.42	208.0	3.21	40.0	3.35	68.66	2.44	0.0	3.52	2.97	3.74
8402	SLC25A11	47.43	767.0	0.0	0.0	72.25	1260.0	52.25	194.0	42.29	329.0	42.52	0.0	57.57	48.48	47.23
84033	OBSCN	4.14	1102.0	3.91	64.0	3.74	1050.0	0.78	49.0	0.42	53.0	3.71	2.85	2.98	0.72	0.47
84034	EMILIN2	0.97	62.0	0.0	0.0	3.19	221.0	6.9	103.89	0.86	26.65	0.87	0.0	2.54	6.4	0.96
8404	SPARCL1	4.49	134.0	0.0	0.0	8.89	288.0	0.0	0.0	0.0	0.0	4.03	0.0	7.08	0.0	0.0
8405	SPOP	22.44	620.0	0.0	0.0	16.49	509.0	10.28	70.0	10.41	139.0	20.12	0.0	13.14	9.54	11.63
84056	KATNAL1	2.67	221.0	0.0	0.0	0.5	45.0	0.0	0.0	0.08	3.0	2.39	0.0	0.4	0.0	0.09
84057	MND1	6.02	45.0	0.0	0.0	28.97	228.0	0.0	0.0	12.24	44.0	5.4	0.0	23.08	0.0	13.67
84058	WDR54	28.7	232.0	0.0	0.0	16.37	173.0	8.88	14.0	8.12	31.0	25.72	0.0	13.04	8.24	9.07
84059	ADGRV1	0.44	63.0	0.0	0.0	0.27	45.0	0.0	0.0	0.01	1.0	0.39	0.0	0.21	0.0	0.02
8406	SRPX	0.37	6.0	0.0	0.0	1.87	36.0	0.0	0.0	1.13	9.0	0.33	0.0	1.49	0.0	1.26
84060	RBM48	5.27	197.0	3.08	5.0	3.72	154.0	2.25	27.17	3.68	55.0	4.72	2.25	2.97	2.09	4.11
84061	MAGT1	10.37	451.0	10.79	28.0	16.31	756.0	17.8	177.53	5.76	118.03	9.3	7.87	13.0	16.52	6.44
84062	DTNBP1	18.14	164.0	276.07	106.0	44.1	429.0	34.08	78.0	18.83	60.0	16.26	201.48	35.14	31.62	21.03
84063	KIRREL2	0.03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0
84064	HDHD2	12.98	288.0	5.47	13.0	17.47	421.0	10.97	56.0	11.22	118.0	11.64	3.99	13.92	10.18	12.53
84065	TMEM222	64.16	971.0	0.0	0.0	58.76	962.0	17.82	64.0	14.93	110.0	57.51	0.0	46.82	16.54	16.67
84066	TEX35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	2.0	0.0	0.0	0.0	0.0	0.56
84067	FAM160A2	15.92	557.0	0.0	0.0	19.37	734.0	2.79	23.0	3.87	64.0	14.27	0.0	15.43	2.59	4.32
84068	SLC10A7	2.69	92.0	0.0	0.0	3.86	141.0	0.0	0.0	0.0	0.0	2.41	0.0	3.08	0.0	0.0
84069	PLEKHN1	1.05	25.4	0.0	0.0	3.43	116.12	4.43	33.0	1.91	30.0	0.94	0.0	2.73	4.11	2.13
8407	TAGLN2	320.35	3982.0	182.02	141.0	1198.45	16086.0	483.86	1431.0	392.37	2383.0	287.15	132.84	954.93	448.96	438.22
84070	FAM186B	0.65	20.0	0.0	0.0	0.63	21.0	0.0	0.0	0.27	4.0	0.58	0.0	0.51	0.0	0.31
84071	ARMC2	0.9	28.0	0.0	0.0	0.59	21.0	0.0	0.0	0.0	0.0	0.81	0.0	0.47	0.0	0.0
84073	MYCBPAP	0.9	38.0	0.0	0.0	0.22	10.0	0.0	0.0	0.0	0.0	0.81	0.0	0.18	0.0	0.0
84074	QRICH2	7.21	571.0	19.63	69.0	1.0	95.0	1.45	19.0	0.22	6.0	6.46	14.33	0.79	1.34	0.24
84077	C3orf20	0.28	11.0	0.0	0.0	0.47	24.0	0.09	1.0	0.17	4.0	0.25	0.0	0.37	0.08	0.19
84078	KBTBD7	2.39	120.53	0.0	0.0	2.16	118.36	1.43	17.0	0.7	17.0	2.14	0.0	1.72	1.33	0.78
84079	ANKRD27	10.18	470.0	0.0	0.0	13.08	655.0	1.21	13.0	4.01	89.0	9.12	0.0	10.42	1.12	4.47
8408	ULK1	28.58	1547.0	0.0	0.0	17.11	1005.0	3.2	40.0	2.96	76.0	25.62	0.0	13.64	2.97	3.31
84080	ENKD1	12.81	193.52	0.0	0.0	11.43	182.0	1.73	6.0	3.66	26.0	11.49	0.0	9.11	1.61	4.09
84081	NSRP1	9.86	242.0	41.79	50.0	17.03	454.0	12.5	70.0	9.69	114.0	8.83	30.5	13.57	11.6	10.82
84083	ZRANB3	1.38	92.0	0.0	0.0	1.01	76.0	0.0	0.0	0.26	9.0	1.23	0.0	0.8	0.0	0.29
84084	RAB6C	0.04	1.18	0.0	0.0	0.03	1.11	0.0	0.0	0.07	1.0	0.03	0.0	0.03	0.0	0.07
84085	FBXO30	3.39	194.0	0.0	0.0	5.1	275.0	4.82	68.0	2.39	60.0	3.04	0.0	4.06	4.47	2.67
8409	UXT	217.71	798.0	468.78	113.0	310.33	1224.0	393.23	369.0	359.53	676.0	195.14	342.14	247.27	364.86	401.54
841	CASP8	8.74	210.0	27.58	34.88	6.53	156.0	28.2	134.81	4.19	37.08	7.84	20.13	5.2	26.16	4.67
84100	ARL6	1.37	64.0	22.89	58.0	1.92	90.0	1.23	12.0	1.05	21.0	1.23	16.71	1.53	1.14	1.17
84101	USP44	0.07	3.0	27.64	59.0	0.07	4.0	0.73	6.0	0.52	14.0	0.07	20.17	0.05	0.68	0.58
84102	SLC41A2	11.36	477.0	6.43	20.0	4.33	216.0	3.29	33.0	2.04	49.0	10.18	4.69	3.45	3.06	2.28
84105	PCBD2	3.09	73.0	1.62	2.36	5.58	143.0	9.14	51.0	1.94	22.22	2.77	1.18	4.44	8.48	2.17
84106	PRAM1	0.28	6.0	0.0	0.0	1.69	40.0	2.73	14.0	2.09	22.0	0.25	0.0	1.34	2.53	2.33
84107	ZIC4	2.04	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.0
84108	PCGF6	3.41	68.0	0.0	0.0	4.28	96.0	1.72	9.0	1.78	18.0	3.06	0.0	3.41	1.59	1.99
84109	QRFPR	0.0	0.0	3.49	5.01	0.08	2.03	1.27	6.99	0.44	5.0	0.0	2.54	0.06	1.18	0.49
8411	EEA1	2.86	251.0	0.0	0.0	4.52	427.83	0.85	17.0	0.86	35.0	2.57	0.0	3.61	0.79	0.96
8412	BCAR3	9.55	264.0	0.0	0.0	1.95	60.0	0.0	0.0	1.14	13.0	8.56	0.0	1.56	0.0	1.27
84124	ZNF394	15.57	314.17	1.49	1.83	18.33	406.43	15.14	72.0	10.69	99.72	13.96	1.09	14.6	14.05	11.94
84125	LRRIQ1	0.04	3.0	0.0	0.0	0.41	23.0	0.29	4.0	0.35	10.0	0.04	0.0	0.33	0.27	0.39
84126	ATRIP	7.38	265.76	10.8	16.0	11.56	499.89	0.0	0.0	2.15	39.11	6.62	7.88	9.21	0.0	2.4
84128	WDR75	14.95	419.0	0.0	0.0	32.93	979.0	6.37	46.0	5.08	66.0	13.4	0.0	26.24	5.91	5.67
84129	ACAD11	45.74	1529.96	0.0	0.0	4.79	174.0	1.65	13.0	0.31	5.0	41.0	0.0	3.82	1.53	0.35
84131	CEP78	3.74	370.89	21.4	161.0	9.78	514.99	3.26	94.92	1.27	63.0	3.35	15.62	7.79	3.03	1.41
84132	USP42	7.64	416.0	8.94	25.0	6.8	398.0	2.53	30.0	1.64	43.0	6.85	6.53	5.42	2.34	1.83
84133	ZNRF3	2.12	155.0	19.86	95.01	12.29	955.01	5.82	107.99	1.74	63.67	1.9	14.5	9.79	5.4	1.95
84134	TOMM40L	31.93	796.64	24.9	36.0	19.33	535.0	3.97	22.0	6.51	77.0	28.62	18.17	15.4	3.68	7.27
84135	UTP15	1.6	85.0	0.62	2.0	6.64	394.0	3.96	49.0	2.2	58.0	1.43	0.45	5.29	3.68	2.46
84138	SLC7A6OS	4.51	194.84	0.0	0.0	10.06	436.42	11.66	43.37	4.44	95.03	4.04	0.0	8.02	10.82	4.96
84140	FAM161A	2.97	113.33	191.28	449.73	2.43	101.13	105.45	952.93	12.77	239.01	2.66	139.6	1.94	97.84	14.26
84141	EVA1A	17.7	312.0	71.61	77.0	2.21	42.0	0.24	1.0	0.0	0.0	15.87	52.26	1.76	0.23	0.0
84142	ABRAXAS1	1.16	43.77	0.0	0.0	1.19	50.22	2.96	30.43	0.63	9.32	1.04	0.0	0.95	2.74	0.71
84144	SYDE2	1.77	105.0	0.0	0.0	2.45	158.0	0.0	0.0	0.11	3.0	1.59	0.0	1.95	0.0	0.12
84146	ZNF644	13.6	356.0	0.0	0.0	24.33	687.0	15.43	75.0	7.21	109.0	12.19	0.0	19.39	14.32	8.05
84148	KAT8	54.03	829.0	0.0	0.0	54.26	864.0	20.15	66.0	15.55	108.0	48.43	0.0	43.24	18.7	17.36
84152	PPP1R1B	0.0	0.0	9.06	7.0	377.36	5960.0	283.45	840.0	150.04	938.0	0.0	6.61	300.68	263.0	167.57
84153	RNASEH2C	50.59	1356.47	117.09	193.0	18.73	544.91	10.89	68.89	11.04	143.33	45.35	85.46	14.92	10.11	12.33
84154	RPF2	20.34	786.0	0.0	0.0	21.11	883.0	24.22	219.0	19.3	360.0	18.23	0.0	16.82	22.47	21.56
84159	ARID5B	1.54	116.0	9.21	42.0	5.42	444.0	1.79	34.0	0.92	33.0	1.38	6.73	4.32	1.66	1.02
8416	ANXA9	85.0	1241.0	197.61	177.0	8.54	143.0	0.0	0.0	2.13	15.0	76.19	144.22	6.81	0.0	2.38
84162	KIAA1109	2.09	332.0	0.0	0.0	2.2	384.0	0.0	0.0	0.47	35.0	1.88	0.0	1.75	0.0	0.52
84163	GTF2IRD2	5.18	121.24	0.0	0.0	1.92	27.0	2.16	19.02	1.87	9.04	4.65	0.0	1.53	2.0	2.09
84164	ASCC2	93.14	2557.0	14.99	49.0	65.13	1959.0	41.35	311.0	15.93	226.0	83.49	10.94	51.9	38.37	17.79
84166	NLRC5	25.74	1297.0	0.0	0.0	6.88	403.0	0.61	7.0	2.14	50.0	23.08	0.0	5.48	0.56	2.39
84167	C19orf44	8.63	290.28	15.96	34.0	3.2	114.25	1.95	12.16	0.48	8.0	7.74	11.65	2.55	1.81	0.53
84168	ANTXR1	0.71	41.0	0.0	0.0	6.85	345.0	0.0	0.0	0.24	4.0	0.64	0.0	5.46	0.0	0.27
8417	STX7	12.97	591.0	0.0	0.0	8.51	393.0	9.05	177.0	10.6	139.0	11.62	0.0	6.78	8.4	11.84
84171	LOXL4	0.19	7.0	0.0	0.0	0.49	20.0	0.0	0.0	0.11	2.0	0.17	0.0	0.39	0.0	0.12
84172	POLR1B	2.93	225.0	23.98	111.0	11.27	971.0	3.31	60.96	2.86	107.89	2.63	17.5	8.98	3.07	3.19
84173	ELMOD3	18.48	442.0	0.0	0.0	9.39	254.0	11.9	62.0	2.9	31.0	16.57	0.0	7.48	11.04	3.24
84174	SLA2	0.26	7.04	0.0	0.0	1.1	33.06	0.0	0.0	0.83	11.02	0.23	0.0	0.88	0.0	0.93
84179	SLC49A3	8.27	166.0	0.0	0.0	5.38	107.0	0.0	0.0	1.2	10.0	7.41	0.0	4.28	0.0	1.35
84181	CHD6	5.59	517.0	0.0	0.0	4.58	463.0	1.24	33.99	0.77	44.0	5.01	0.0	3.65	1.15	0.86
84182	MINDY4	2.45	68.0	0.0	0.0	2.88	87.0	0.0	0.0	0.82	11.0	2.19	0.0	2.3	0.0	0.91
84186	ZCCHC7	8.8	267.0	34.13	173.0	12.34	380.0	5.89	82.0	7.66	103.0	7.89	24.91	9.83	5.46	8.56
84187	TMEM164	2.67	101.97	35.01	123.0	6.5	334.32	1.03	15.0	1.99	39.93	2.39	25.55	5.18	0.95	2.23
84188	FAR1	1.63	92.0	0.0	0.0	19.41	1193.0	5.12	68.0	5.06	138.0	1.46	0.0	15.47	4.75	5.66
84189	SLITRK6	0.0	0.0	0.0	0.0	0.57	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0
8419	BFSP2	0.0	0.0	0.0	0.0	0.1	1.0	0.0	0.0	1.95	9.0	0.0	0.0	0.08	0.0	2.17
84190	METTL25	1.34	36.0	0.0	0.0	3.17	87.0	0.23	2.0	1.16	17.0	1.2	0.0	2.52	0.22	1.3
84191	CIAO2A	186.18	1731.0	0.0	0.0	154.73	1394.0	121.56	243.0	126.92	499.0	166.89	0.0	123.29	112.79	141.75
84193	SETD3	33.55	841.0	41.02	32.0	38.35	1090.0	30.26	178.0	16.49	192.0	30.08	29.94	30.56	28.08	18.41
84196	USP48	31.77	830.0	0.0	0.0	36.21	1062.0	13.58	79.0	13.84	178.0	28.48	0.0	28.85	12.6	15.46
84197	POMK	0.11	2.0	31.42	35.0	0.46	9.0	0.0	0.0	0.34	3.0	0.1	22.93	0.37	0.0	0.38
842	CASP9	20.4	402.0	54.54	60.0	11.1	230.0	5.99	37.0	5.03	47.0	18.29	39.81	8.85	5.56	5.62
84203	TXNDC2	0.0	0.0	0.0	0.0	0.03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0
84206	MEX3B	0.96	34.0	0.0	0.0	0.42	16.0	0.0	0.0	0.0	0.0	0.86	0.0	0.33	0.0	0.0
84210	ANKRD20A1	0.61	25.0	0.0	0.0	0.18	8.0	0.0	0.0	0.0	0.0	0.55	0.0	0.14	0.0	0.0
84215	ZNF541	2.01	93.0	0.0	0.0	0.07	4.0	0.31	3.0	0.0	0.0	1.8	0.0	0.05	0.29	0.0
84216	TMEM117	4.23	113.0	0.0	0.0	3.16	95.0	1.09	7.0	1.61	22.0	3.79	0.0	2.52	1.01	1.79
84217	ZMYND12	6.12	90.0	0.0	0.0	2.09	32.0	0.0	0.0	2.17	15.0	5.49	0.0	1.66	0.0	2.42
84218	TBC1D3F	0.0	0.0	0.0	0.0	0.0	0.0	0.46	2.21	0.0	0.0	0.0	0.0	0.0	0.42	0.0
84219	WDR24	13.29	449.0	40.78	84.0	12.36	455.0	5.56	44.0	5.48	89.0	11.92	29.77	9.85	5.16	6.12
84220	RGPD5	1.51	119.2	0.0	0.0	9.87	843.27	3.42	62.93	3.72	140.4	1.35	0.0	7.86	3.18	4.16
84221	SPATC1L	1.47	17.0	0.0	0.0	33.55	361.0	34.93	80.0	13.99	68.0	1.32	0.0	26.73	32.41	15.63
84223	IQCG	3.12	60.98	0.0	0.0	2.56	50.0	0.0	0.0	1.6	15.0	2.8	0.0	2.04	0.0	1.79
84224	NBPF3	0.87	42.81	55.69	190.0	0.81	45.95	1.62	21.0	0.71	18.0	0.78	40.64	0.65	1.5	0.79
84225	ZMYND15	3.02	65.0	0.0	0.0	2.31	53.0	0.0	0.0	0.69	6.0	2.7	0.0	1.84	0.0	0.77
84226	C2orf16	0.73	49.0	0.0	0.0	0.18	13.0	0.0	0.0	0.0	0.0	0.65	0.0	0.14	0.0	0.0
84229	DRC7	0.54	15.0	0.0	0.0	0.16	5.0	0.0	0.0	0.0	0.0	0.49	0.0	0.13	0.0	0.0
84230	LRRC8C	0.42	32.0	0.0	0.0	0.93	77.0	0.0	0.0	0.11	4.0	0.38	0.0	0.74	0.0	0.12
84231	TRAF7	73.97	2852.97	109.5	258.0	80.16	3359.43	33.17	301.0	16.74	312.0	66.31	79.92	63.87	30.78	18.7
84232	MAF1	88.21	1436.0	9.92	10.0	106.31	1873.0	69.2	267.0	68.06	539.0	79.07	7.24	84.71	64.2	76.01
84233	TMEM126A	38.43	208.0	0.0	0.0	45.19	262.0	79.87	104.0	63.75	172.0	34.45	0.0	36.01	74.11	71.2
84236	RHBDD1	3.86	201.0	0.0	0.0	5.33	305.0	5.23	62.0	1.22	32.0	3.46	0.0	4.25	4.85	1.37
84239	ATP13A4	0.0	0.0	9.18	45.0	0.0	0.0	1.49	28.0	0.36	14.0	0.0	6.7	0.0	1.38	0.4
8424	BBOX1	9.53	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.54	0.0	0.0	0.0	0.0
84240	ZCCHC9	21.66	223.0	0.0	0.0	25.06	325.0	16.28	57.0	15.1	86.0	19.42	0.0	19.96	15.11	16.86
84243	ZDHHC18	11.43	617.0	0.0	0.0	11.24	660.0	4.02	51.0	2.03	53.0	10.24	0.0	8.95	3.73	2.27
84245	MRI1	10.75	325.81	47.63	93.0	9.01	313.1	32.2	240.31	6.93	107.29	9.64	34.76	7.18	29.88	7.74
84246	MED10	18.02	168.0	0.0	0.0	48.52	487.0	94.12	210.0	71.01	325.0	16.15	0.0	38.66	87.33	79.31
84247	RTL6	0.52	30.0	5.06	18.0	4.04	256.0	2.05	28.0	0.82	23.0	0.46	3.69	3.22	1.9	0.91
84248	FYTTD1	5.83	235.0	0.9	4.0	8.98	389.0	5.45	82.13	7.25	161.0	5.23	0.65	7.15	5.05	8.1
84249	PSD2	0.08	4.0	0.0	0.0	0.11	6.0	0.0	0.0	0.0	0.0	0.07	0.0	0.09	0.0	0.0
8425	LTBP4	42.0	2228.0	16.04	52.0	29.01	1675.0	2.09	26.0	2.38	61.0	37.65	11.71	23.12	1.94	2.66
84250	SLF1	0.81	82.0	0.0	0.0	3.81	234.0	0.0	0.0	0.48	13.0	0.73	0.0	3.04	0.0	0.53
84251	SGIP1	0.95	30.0	0.0	0.0	0.62	44.0	0.53	14.0	0.18	10.0	0.85	0.0	0.49	0.49	0.2
84253	GARNL3	9.62	355.0	0.0	0.0	1.04	41.0	0.0	0.0	0.0	0.0	8.62	0.0	0.83	0.0	0.0
84254	CAMKK1	0.39	13.0	0.0	0.0	6.19	237.0	0.57	7.0	1.03	18.0	0.35	0.0	4.94	0.53	1.15
84255	SLC37A3	12.04	352.0	0.0	0.0	21.57	706.0	4.52	30.0	3.08	42.0	10.79	0.0	17.18	4.19	3.44
84256	FLYWCH1	19.0	796.0	29.89	74.0	13.82	664.0	3.68	35.0	3.99	89.0	17.03	21.81	11.01	3.41	4.46
84258	SYT3	0.24	6.0	0.0	0.0	0.04	1.0	0.0	0.0	0.0	0.0	0.21	0.0	0.03	0.0	0.0
84259	DCUN1D5	2.8	128.0	2.71	23.0	24.18	898.0	8.55	172.0	8.48	177.0	2.51	1.98	19.26	7.93	9.48
84260	TCHP	11.02	348.0	0.0	0.0	17.17	593.0	2.61	19.0	3.61	54.0	9.88	0.0	13.68	2.42	4.04
84261	FBXW9	4.57	76.0	0.0	0.0	12.83	231.0	0.0	0.0	3.51	28.0	4.1	0.0	10.22	0.0	3.92
84262	PSMG3	94.62	610.0	22.19	18.0	140.87	1013.0	87.98	207.0	98.19	322.0	84.81	16.2	112.25	81.63	109.67
84263	HSDL2	95.9	2854.0	0.0	0.0	35.07	1153.0	30.36	205.0	22.79	328.0	85.96	0.0	27.94	28.17	25.45
84264	HAGHL	12.26	153.0	0.0	0.0	17.36	239.0	9.52	23.0	5.85	29.0	10.99	0.0	13.83	8.83	6.53
84265	POLR3GL	27.75	282.0	0.0	0.0	16.99	185.0	21.99	50.0	9.93	49.0	24.88	0.0	13.54	20.4	11.09
84266	ALKBH7	110.49	809.0	931.62	357.0	72.25	593.0	73.11	110.0	80.44	276.0	99.04	679.94	57.57	67.83	89.83
84267	C9orf64	4.93	110.0	0.0	0.0	13.08	317.0	4.58	22.0	4.99	60.01	4.42	0.0	10.42	4.25	5.58
84268	RPAIN	14.19	213.02	0.0	0.0	36.48	565.84	22.23	78.35	31.12	221.18	12.72	0.0	29.07	20.62	34.76
84269	CHCHD5	115.61	326.0	311.35	58.0	133.19	398.0	150.18	105.0	156.05	227.0	103.63	227.23	106.12	139.35	174.28
8427	ZNF282	16.73	629.0	0.0	0.0	26.7	1078.0	5.89	51.0	4.57	84.0	15.0	0.0	21.27	5.47	5.11
84270	CARD19	42.36	272.0	121.95	34.0	47.75	328.0	43.54	69.0	25.76	82.0	37.97	89.0	38.05	40.4	28.77
84271	POLDIP3	13.74	477.0	0.0	0.0	37.88	1426.0	10.46	82.0	10.35	172.0	12.31	0.0	30.18	9.71	11.56
84272	YIPF4	7.56	449.36	20.03	161.26	21.96	880.93	23.57	581.28	17.59	325.69	6.78	14.62	17.5	21.87	19.65
84273	NOA1	14.01	308.0	71.61	97.0	47.26	1126.0	19.26	100.0	25.9	276.0	12.56	52.26	37.65	17.87	28.92
84274	COQ5	34.16	483.0	0.0	0.0	60.72	916.0	15.13	50.0	33.14	226.0	30.62	0.0	48.38	14.04	37.01
84275	SLC25A33	101.12	1215.0	37.76	93.94	48.3	657.0	62.78	213.23	30.32	218.52	90.64	27.56	38.49	58.25	33.86
84276	NICN1	9.1	304.02	17.08	35.0	1.68	61.0	2.75	21.65	0.62	10.0	8.16	12.47	1.34	2.55	0.69
84277	DNAJC30	13.53	346.0	15.25	24.0	12.83	356.0	7.62	46.0	10.01	124.0	12.13	11.13	10.22	7.07	11.18
84278	MFSD14C	13.44	195.46	32.01	36.0	15.32	148.21	27.89	76.0	8.43	37.97	12.04	23.36	12.21	25.88	9.42
84279	PRADC1	49.46	455.0	0.0	0.0	35.75	354.0	60.85	134.0	24.13	109.0	44.34	0.0	28.49	56.46	26.95
8428	STK24	33.79	858.17	15.45	24.0	115.01	3222.94	95.68	585.0	65.4	838.0	30.29	11.28	91.64	88.78	73.05
84280	BTBD10	6.71	159.0	0.0	0.0	16.02	418.0	10.02	56.0	11.23	130.0	6.01	0.0	12.77	9.3	12.54
84281	C2orf88	1.07	45.0	0.0	0.0	1.92	89.0	4.18	42.0	2.35	47.0	0.96	0.0	1.53	3.87	2.62
84282	RNF135	6.81	142.0	0.0	0.0	14.42	317.0	6.85	47.0	8.99	89.0	6.11	0.0	11.49	6.36	10.05
84283	TMEM79	4.33	92.0	0.0	0.0	7.51	173.0	4.38	22.0	2.23	23.0	3.88	0.0	5.98	4.06	2.49
84284	NTPCR	8.3	566.96	27.28	114.0	6.42	477.45	8.76	139.62	5.68	186.83	7.44	19.91	5.11	8.13	6.35
84285	EIF1AD	12.1	315.0	0.0	0.0	17.37	500.0	19.1	133.0	17.78	151.0	10.85	0.0	13.84	17.72	19.86
84286	TMEM175	48.56	848.0	39.75	35.0	21.69	412.0	0.0	0.0	1.69	12.0	43.52	29.01	17.29	0.0	1.89
84287	ZDHHC16	34.52	550.0	33.08	31.0	54.04	1001.0	11.62	42.0	26.84	209.0	30.94	24.14	43.06	10.78	29.98
84288	EFCAB2	21.41	644.0	24.34	59.0	4.52	155.0	8.01	18.0	3.2	30.0	19.19	17.77	3.6	7.43	3.58
84289	ING5	18.2	595.01	7.52	27.54	13.28	564.0	10.65	121.44	6.22	97.73	16.31	5.49	10.58	9.89	6.95
84290	CAPNS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	2.0	0.0	0.0	0.0	0.0	0.55
84292	WDR83	18.21	188.0	3.24	2.0	18.97	206.0	18.72	44.0	17.63	88.0	16.32	2.37	15.12	17.37	19.69
84293	PRXL2A	87.56	1606.0	2.08	2.0	68.96	1695.0	30.98	133.5	19.19	206.7	78.48	1.52	54.95	28.75	21.43
84294	UTP23	2.41	92.56	5.18	12.19	7.19	300.22	10.24	92.58	5.47	101.58	2.16	3.78	5.73	9.5	6.11
84295	PHF6	3.61	167.0	1.04	3.0	4.56	240.0	2.62	29.0	1.63	37.0	3.24	0.76	3.63	2.43	1.82
84296	GINS4	1.48	58.0	17.56	40.0	7.13	305.0	8.0	70.0	3.98	76.0	1.33	12.82	5.68	7.42	4.44
84298	LLPH	3.07	259.0	7.39	38.0	14.64	1345.0	23.77	470.45	12.57	511.0	2.75	5.39	11.67	22.05	14.04
84299	MIEN1	162.92	2076.0	186.13	147.0	74.51	1031.0	115.06	347.0	65.93	408.0	146.03	135.84	59.37	106.76	73.63
843	CASP10	4.69	263.64	8.08	29.0	5.81	326.0	8.62	119.0	1.2	34.0	4.2	5.9	4.63	8.0	1.34
84300	UQCC2	231.65	2640.0	196.61	140.0	83.6	1028.0	86.88	236.0	87.92	490.0	207.64	143.5	66.61	80.62	98.19
84301	DDI2	18.42	2167.63	1.33	9.53	5.55	710.54	6.26	172.81	1.76	99.44	16.51	0.97	4.42	5.81	1.96
84302	PGAP4	4.08	182.0	0.0	0.0	8.21	399.0	0.0	0.0	1.1	23.0	3.65	0.0	6.54	0.0	1.23
84303	CHCHD6	9.29	77.0	0.0	0.0	24.11	214.0	2.31	29.0	11.31	52.0	8.33	0.0	19.21	2.14	12.63
84304	NUDT22	83.07	754.0	38.13	17.0	51.12	509.0	54.79	107.0	34.22	145.0	74.46	27.83	40.73	50.84	38.22
84305	PYM1	53.89	560.0	0.0	0.0	86.82	950.0	54.57	127.0	63.83	329.0	48.31	0.0	69.18	50.63	71.29
84306	PDCD2L	10.24	102.0	0.0	0.0	37.28	400.0	12.68	30.0	20.91	102.0	9.18	0.0	29.71	11.76	23.36
